tournament,fristPlayer,secondPlayer,headToHeadFirst,headToHeadSecond,resultFirst,resultSecond,date
Belgrade challenger,Bagnis F. (2),Rodionov J.,,,2,1,04/12/2021
Belgrade challenger,Daniel T. (6),Miladinovic M.,,,2,0,04/12/2021
Orlando challenger,Schnur B.,Tabilo A. (8),,,2,0,04/12/2021
Orlando challenger,Fratangelo B.,Gomez E.,,,2,1,04/12/2021
Orlando challenger,Brooksby J.,Jung J. (7),,,2,0,04/12/2021
Split 3 challenger,Ymer E.,Muller A.,,,2,0,04/12/2021
Split 3 challenger,Ilkel C.,Couacaud E.,,,2,0,04/12/2021
Split 3 challenger,Serdarusic N.,Coppejans K. (5),,,2,0,04/12/2021
Split 3 challenger,Bourgue M.,Safwat M. (4),,,2,1,04/12/2021
Split 3 challenger,Domingues J.,Bolt A.,,,2,0,04/12/2021
Split 3 challenger,Kokkinakis T.,Ajdukovic D.,,,2,1,04/12/2021
Split 3 challenger,Horansky F. (7),Brown D.,,,2,0,04/12/2021
UTR Pro Match Series,Jachuck R.,Ribeiro Lago E.,,,2,0,04/12/2021
UTR Pro Match Series,Kessler M.,Bynoe E.,,,2,0,04/12/2021
UTR Pro Match Series,Casper L.,Bertran P.,,,2,1,04/12/2021
UTR Pro Match Series,Pannu K.,Cairo A.,,,2,1,04/12/2021
UTR Pro Match Series,Brumm J.,Meister N.,,,2,0,04/12/2021
UTR Pro Match Series,Walker H.,Cassone M.,,,2,0,04/12/2021
UTR Pro Match Series,Heng N.,Dugo Reyes J.,,,2,0,04/12/2021
UTR Pro Match Series,Segura M.,Griffith W.,,,2,0,04/12/2021
UTR Pro Tennis Series,Addison A.,Mehrotra A.,,,2,0,04/12/2021
UTR Pro Tennis Series,Sweeny D.,McCabe J.,,,2,1,04/12/2021
UTR Pro Tennis Series,Jones S.,Puodziunas S.,,,2,0,04/12/2021
UTR Pro Tennis Series,Kelly D.,Webster S.,,,2,0,04/12/2021
UTR Pro Tennis Series,Crnokrak A.,Hoole C.,,,2,0,04/12/2021
UTR Pro Tennis Series,Schoolkate T.,Beale J.,,,2,1,04/12/2021
UTR Pro Tennis Series,Volonski N.,Gaal C.,,,2,0,04/12/2021
UTR Pro Tennis Series,Tu L.,Jasika O.,,,2,0,04/12/2021
Belgrade challenger,Trungelliti M. (7),Martin A. (1),,,2,1,04/12/2021
Belgrade challenger,Giannessi A. (2),Janvier M. (5),,,2,1,04/12/2021
Belgrade challenger,Benchetrit E.,Copil M. (6),,,2,0,04/12/2021
Belgrade challenger,Bachinger M. (8),Popko D. (3),,,2,0,04/12/2021
Futures 2021,Bouquier A.,Tessa L.,,,2,0,04/12/2021
Futures 2021,Polukhin S.,Marcondes I.,,,2,1,04/12/2021
Futures 2021,Hermans M.,Johann L.,,,2,1,04/12/2021
Futures 2021,Netuschil M.,Prinoth P.,,,2,0,04/12/2021
Futures 2021,Schell N.,Rivera L.,,,2,1,04/12/2021
Futures 2021,Mikula M.,Pujol Navarro B.,,,2,0,04/12/2021
Futures 2021,Hodkin S.,Matuszewski P.,,,2,0,04/12/2021
Futures 2021,Asrawy A.,Xilas I.,,,2,0,04/12/2021
Futures 2021,Guerrieri A.,Coelho F.,,,2,0,04/12/2021
Futures 2021,Kawahashi Y.,Bertola R.,,,2,0,04/12/2021
Futures 2021,Iradukunda G.,Raynel A.,,,2,1,04/12/2021
Futures 2021,Handel T.,Naw H.,,,2,0,04/12/2021
Futures 2021,Vatutin A.,Gentzsch T.,,,2,0,04/12/2021
Futures 2021,Woerner P.,Walder J.,,,2,0,04/12/2021
Futures 2021,Panak Y.,Houkes M.,,,2,1,04/12/2021
Futures 2021,Rondoni P.,Dietel M.,,,2,0,04/12/2021
Futures 2021,Hansen C.,Pierre H.,,,2,1,04/12/2021
Futures 2021,Rosenkranz M.,Lane L.,,,2,0,04/12/2021
Futures 2021,Boureau A.,Tanner G.,,,2,1,04/12/2021
Futures 2021,Welte M.,Jebens H.,,,2,0,04/12/2021
Futures 2021,Prechtel S.,Voljacques H.,,,2,1,04/12/2021
Futures 2021,Bittoun Kouzmine C.,Shchaya-Zubrov P.,,,2,0,04/12/2021
Futures 2021,Spec M.,Ibragimov D.,,,2,0,04/12/2021
Futures 2021,Visker N.,Podzimek F.,,,2,0,04/12/2021
Futures 2021,Endler M.,Vasquez Gehrke A.,,,2,0,04/12/2021
Futures 2021,Chepik A.,Orynbasar I.,,,2,0,04/12/2021
Futures 2021,Gola A.,Inui Y.,,,2,1,04/12/2021
Futures 2021,Lavagno E.,Sigurdsson E.,,,2,0,04/12/2021
Futures 2021,Canas Garcia J.,Emesz B.,,,2,0,04/12/2021
Futures 2021,Kolisnyk O.,Zanada E.,,,2,0,04/12/2021
Futures 2021,Pichler D.,Weng J.,,,2,0,04/12/2021
Futures 2021,Sorrentino L.,Lorusso L.,,,2,0,04/12/2021
Futures 2021,Netuschil M.,Lemstra K.,,,2,0,04/12/2021
Futures 2021,Vatutin A.,Zima L.,,,2,0,04/12/2021
Futures 2021,Grynkowski P.,Basile A.,,,2,0,04/12/2021
Futures 2021,Khotkov O.,Schuetze C.,,,2,0,04/12/2021
Futures 2021,Prinoth P.,Avramenko L.,,,2,1,04/12/2021
Futures 2021,Kim C.,De Rossi M.,,,2,1,04/12/2021
Futures 2021,Massara A.,Hubner E.,,,1,0,04/12/2021
Futures 2021,Bouquier A.,Carlsson Halldin L.,,,2,1,04/12/2021
Futures 2021,Palosi S.,Dogan M.,,,2,0,04/12/2021
Futures 2021,Tessa L.,Eminefendic E.,,,2,0,04/12/2021
Futures 2021,Poritzky E.,Yoshimura D.,,,2,0,04/12/2021
Futures 2021,Mikula M.,Puskar S.,,,2,0,04/12/2021
Futures 2021,Rivera L.,Fantini L.,,,2,0,04/12/2021
Futures 2021,Hermans M.,Briand J.,,,2,1,04/12/2021
Futures 2021,Yamanaka T.,Bakshi A.,,,2,0,04/12/2021
Futures 2021,Marcondes I.,Ventre A.,,,2,0,04/12/2021
Futures 2021,Erhard M.,Sakellaridis S.,,,2,0,04/12/2021
Futures 2021,Sperle J.,Cubelic K.,,,1,0,04/12/2021
Futures 2021,Johann L.,Patzanovsky C.,,,2,1,04/12/2021
Futures 2021,Polukhin S.,Pereira M.,,,2,0,04/12/2021
Futures 2021,Ovcharov A.,Dellavedova M.,,,2,0,04/12/2021
Futures 2021,Pujol Navarro B.,Rihane Y.,,,2,0,04/12/2021
Futures 2021,Arnaldi M.,Parizzia N.,,,2,0,04/12/2021
Futures 2021,Schell N.,Maassen G.,,,2,1,04/12/2021
Futures 2021,Chernomaz A.,Urinov I.,,,2,0,04/12/2021
Futures 2021,Gibbens J.,Nelich A.,,,2,0,04/12/2021
Futures 2021,Noskin E.,Liaonenka A.,,,2,0,04/12/2021
Futures 2021,Minin M.,Pecak S.,,,2,0,04/12/2021
Futures 2021,Passaro F.,El-Moslemany O.,,,2,0,04/12/2021
Futures 2021,Laurent Y.,Kaufmann H.,,,2,0,04/12/2021
Futures 2021,Fellin M.,Garmendia Olasagasti I.,,,2,0,04/12/2021
Futures 2021,Vatteroni L.,Bataljin L.,,,2,0,04/12/2021
Futures 2021,Krainer L.,Rosales R.,,,2,0,04/12/2021
Futures 2021,Martinez Martinez J.,Rossi L.,,,2,0,04/12/2021
Futures 2021,Kawakami R.,Bielinskyi O.,,,2,1,04/12/2021
Futures 2021,De Boes M.,Uzhylovsky V.,,,2,0,04/12/2021
Futures 2021,Glinka D.,Zgirovsky A.,,,2,0,04/12/2021
Futures 2021,Coelho F.,Van Sambeek F.,,,2,1,04/12/2021
Futures 2021,Matuszewski P.,Yitbarek S.,,,2,0,04/12/2021
Futures 2021,Guerrieri A.,Lucini F.,,,2,0,04/12/2021
Futures 2021,Kawahashi Y.,Janis J.,,,2,0,04/12/2021
Futures 2021,Bertola R.,Allen L.,,,2,0,04/12/2021
Futures 2021,Raynel A.,Maier J.,,,2,0,04/12/2021
Futures 2021,Iradukunda G.,Wojcik Y.,,,2,0,04/12/2021
Futures 2021,Hodkin S.,Bresciani L.,,,2,0,04/12/2021
Futures 2021,Moro Canas A.,Agarwal R.,,,2,1,04/12/2021
Futures 2021,Cuenin S.,Weis A.,,,2,1,04/12/2021
Futures 2021,Hansen C.,Obert A.,,,2,1,04/12/2021
Futures 2021,Naw H.,Vankan M.,,,2,1,04/12/2021
Futures 2021,De Krom M.,Miranda Cisneros J.,,,2,1,04/12/2021
Futures 2021,Lopez Morillo I.,Turriziani Alvarez A.,,,2,0,04/12/2021
Futures 2021,Droguet T.,Busoms Puig J.,,,2,0,04/12/2021
Futures 2021,Pierre H.,Martsinkevich Z.,,,2,0,04/12/2021
Futures 2021,Bondarevskiy Y.,Benzal Alia I.,,,2,0,04/12/2021
Futures 2021,Walder J.,Yang J.,,,2,0,04/12/2021
Futures 2021,Barreto Sanchez D.,Legout T.,,,2,0,04/12/2021
Futures 2021,Andreu Garcia F.,Campana Lee G.,,,2,0,04/12/2021
Futures 2021,Cagnina J.,Rudiukov I.,,,2,0,04/12/2021
Futures 2021,Dussin L.,Ivanov V.,,,2,0,04/12/2021
Futures 2021,Woerner P.,Reiff T.,,,2,0,04/12/2021
Futures 2021,Damas M.,Bax F.,,,2,0,04/12/2021
Futures 2021,Cekirge K.,Mora M.,,,2,0,04/12/2021
Futures 2021,Handel T.,Zielinski M.,,,2,0,04/12/2021
Futures 2021,Alcala Gurri M.,Mas De Ugarte J.,,,2,1,04/12/2021
Futures 2021,de Schepper K.,Deschamps A.,,,2,1,04/12/2021
Futures 2021,Nava E.,Matas Ortega X.,,,2,0,04/12/2021
Futures 2021,Gentzsch T.,Schommer F.,,,2,0,04/12/2021
Futures 2021,Fils A.,Arribage T.,,,2,0,04/12/2021
Futures 2021,Syrovatskiy O.,Makhmudov D.,,,2,1,04/12/2021
Futures 2021,Ferrari G.,Gima S.,,,2,1,04/12/2021
Futures 2021,Arnaboldi F.,Furlanetto M.,,,2,0,04/12/2021
Futures 2021,Faria L.,Link J.,,,2,0,04/12/2021
Futures 2021,Korolev V.,Marchetti F.,,,2,0,04/12/2021
Futures 2021,Kiuamov T.,Ernaelsteen V.,,,2,0,04/12/2021
Futures 2021,Fuele M.,Moghini G.,,,2,0,04/12/2021
Futures 2021,Ayeni A.,Borisiouk M.,,,2,1,04/12/2021
Futures 2021,Loncar S.,La Vela G.,,,2,0,04/12/2021
Futures 2021,Agabigun S.,Recek D.,,,2,0,04/12/2021
Futures 2021,Campana F.,Bosio G.,,,2,0,04/12/2021
Futures 2021,Graziani E.,Borroni A.,,,2,0,04/12/2021
Futures 2021,Abzalov S.,Rakhmatullayev D.,,,2,1,04/12/2021
Futures 2021,Kutybaev S.,Almashev Z.,,,2,1,04/12/2021
Futures 2021,Pawlak P.,Ozernoy D.,,,2,0,04/12/2021
Futures 2021,Orso A.,Galiev B.,,,1,0,04/12/2021
Futures 2021,Campo A.,Murat Y.,,,2,0,04/12/2021
Futures 2021,Tryakshin M.,Konovalov R.,,,2,0,04/12/2021
Futures 2021,Galfinger R.,Bayseit S.,,,2,0,04/12/2021
Futures 2021,Bertuccioli F.,Gorbachev D.,,,2,0,04/12/2021
Futures 2021,Khomich A.,Aitkulov A.,,,1,0,04/12/2021
Futures 2021,Braynin A.,Kaldybekov D.,,,2,0,04/12/2021
Futures 2021,Denisov I.,Zatsepin V.,,,2,0,04/12/2021
Futures 2021,Mikkelsen F.,Zaytsev I.,,,2,0,04/12/2021
Orlando challenger,Damm M.,Aragone J.,,,2,1,04/12/2021
Orlando challenger,Celikbilek A. (2),De Jong J.,,,2,0,04/12/2021
Orlando challenger,Van Rijthoven T.,Barrios Vera M. (1),,,2,0,04/12/2021
Orlando challenger,Quiroz R. (4),King K.,,,2,1,04/12/2021
Orlando challenger,Van Rijthoven T.,Kodat T.,,,2,0,04/12/2021
Orlando challenger,Barrios Vera M. (1),Ritschard A.,,,2,0,04/12/2021
Orlando challenger,De Jong J.,King D. (6),,,2,0,04/12/2021
Orlando challenger,Celikbilek A. (2),Sekiguchi S.,,,2,1,04/12/2021
Orlando challenger,Quiroz R. (4),Smith R.,,,2,1,04/12/2021
Orlando challenger,Damm M.,Moriya H. (3),,,2,1,04/12/2021
Orlando challenger,King K.,Ward J. (8),,,2,0,04/12/2021
Orlando challenger,Aragone J.,Bellucci T. (7),,,2,0,04/12/2021
Split 3 challenger,Basic M.,Collarini A. (1),,,2,1,04/12/2021
Split 3 challenger,Klein L. (8),Barun B.,,,2,0,04/12/2021
Split 3 challenger,Zuk K. (2),Lamasine T. (7),,,2,0,04/12/2021
Split 3 challenger,Kolar Z. (3),Viola M. (6),,,2,0,04/12/2021
Monte Carlo,Thompson J.,Paire B.,,,2,1,04/11/2021
Monte Carlo,Goffin D. (11),Cilic M.,,,2,1,04/11/2021
Cagliari,Sonego L. (3),Djere L.,,,2,1,04/11/2021
Marbella,Carreno-Busta P. (1),Munar J.,,,2,1,04/11/2021
Split challenger,Rola B. (6),Kavcic B.,,,2,1,04/11/2021
Oeiras 2 challenger,Cachin P.,Borges N.,,,2,0,04/11/2021
Oeiras 2 challenger,Cachin P.,Oliveira G.,,,1,0,04/11/2021
Futures 2021,Lama G.,Juarez F.,,,2,0,04/11/2021
Futures 2021,Nedelko I.,Beloborodko I.,,,2,1,04/11/2021
Futures 2021,Agamenone F.,Escoffier A.,,,2,1,04/11/2021
Futures 2021,Cobolli F.,Madaras D.,,,2,1,04/11/2021
Futures 2021,Jubb P.,Mukund S.,,,2,1,04/11/2021
Futures 2021,Gakhov I.,Vanshelboim E.,,,2,1,04/11/2021
UK Pro Series,Maxted L.,Harris B.,,,2,0,04/11/2021
UK Pro Series,Hands T.,Weightman O.,,,2,1,04/11/2021
UK Pro Series,Matusevich A.,Patten H.,,,2,0,04/11/2021
UK Pro Series,Cash J.,Houghton G.,,,2,1,04/11/2021
UK Pro Series,Paris J.,Findel-Hawkins J.,,,2,0,04/11/2021
UK Pro Series,Wendelken H.,Canter A.,,,2,0,04/11/2021
UTR Pro Match Series,Jachuck R.,Gurmendi A.,,,2,0,04/11/2021
UTR Pro Match Series,Sinha A.,Gomar Monio L.,,,1,0,04/11/2021
UTR Pro Match Series,Griffith W.,Ribeiro Lago E.,,,2,0,04/11/2021
UTR Pro Match Series,Segura M.,King E.,,,1,0,04/11/2021
UTR Pro Match Series,Cid Subervi R.,Young G.,,,2,1,04/11/2021
UTR Pro Tennis Series 2,Aguilera Guerrero E.,Duong Q.,,,2,0,04/11/2021
UTR Pro Tennis Series 2,Gomez J.,Leite W.,,,2,0,04/11/2021
UTR Pro Tennis Series 2,Carnevale-Miino T.,Graute C.,,,2,0,04/11/2021
UTR Pro Tennis Series 2,Patino L.,Panta J.,,,2,0,04/11/2021
UTR Pro Tennis Series 2,Bynoe E.,Van Orderlain D.,,,2,0,04/11/2021
UTR Pro Tennis Series 5,De La Bassetiere C.,Lazov A.,,,2,0,04/11/2021
UTR Pro Tennis Series 5,Milushev P.,Dzhavakian Y.,,,2,0,04/11/2021
UTR Pro Tennis Series 5,Nesterov P.,Lescure M.,,,2,0,04/11/2021
UTR Pro Tennis Series 5,Madarasz G.,Bouquet L.,,,2,1,04/11/2021
UTR Pro Tennis Series 5,Snitari I.,Marie J.,,,2,0,04/11/2021
Belgrade challenger,Trungelliti M. (7),Sijsling I.,,,2,0,04/11/2021
Belgrade challenger,Martin A. (1),Tepavac M.,,,2,1,04/11/2021
Belgrade challenger,Giannessi A. (2),Topo M.,,,2,1,04/11/2021
Belgrade challenger,Janvier M. (5),Arnaboldi A.,,,2,0,04/11/2021
Belgrade challenger,Copil M. (6),Smith J.,,,2,0,04/11/2021
Belgrade challenger,Benchetrit E.,Troicki V. (4),,,2,1,04/11/2021
Belgrade challenger,Popko D. (3),Butulija B.,,,2,0,04/11/2021
Belgrade challenger,Bachinger M. (8),Jaziri M.,,,2,0,04/11/2021
Futures 2021,Shchaya-Zubrov P.,Binda A.,,,2,1,04/11/2021
Futures 2021,Bittoun Kouzmine C.,Trunov I.,,,1,0,04/11/2021
Futures 2021,Houkes M.,Eble L.,,,2,0,04/11/2021
Futures 2021,Pichler D.,Walterscheid-Tukic N.,,,2,0,04/11/2021
Futures 2021,Prechtel S.,Hornitschek N.,,,2,0,04/11/2021
Futures 2021,Ibragimov D.,Steinegger Y.,,,2,1,04/11/2021
Futures 2021,Voljacques H.,Wiskandt M.,,,2,1,04/11/2021
Futures 2021,Rosenkranz M.,Toto N.,,,2,1,04/11/2021
Futures 2021,Basile A.,Clark M.,,,2,0,04/11/2021
Futures 2021,Rondoni P.,Moeller S.,,,2,0,04/11/2021
Futures 2021,Lane L.,Affolter N.,,,2,0,04/11/2021
Futures 2021,Visker N.,Compagnucci T.,,,2,0,04/11/2021
Futures 2021,Dietel M.,Born Y.,,,2,1,04/11/2021
Futures 2021,Panak Y.,Moraing M.,,,2,0,04/11/2021
Futures 2021,Recek D.,Philippov E.,,,2,0,04/11/2021
Futures 2021,Tanner G.,Wehnelt K.,,,2,1,04/11/2021
Futures 2021,Welte M.,Rother J.,,,2,0,04/11/2021
Futures 2021,Minin M.,Novikov E.,,,2,0,04/11/2021
Futures 2021,Jebens H.,Voisin E.,,,2,0,04/11/2021
Futures 2021,Boureau A.,Peters F.,,,2,1,04/11/2021
Futures 2021,Cubelic K.,Papik T.,,,2,0,04/11/2021
Futures 2021,Sperle J.,Hoeijmans L.,,,2,0,04/11/2021
Futures 2021,Weng J.,Naow A.,,,2,0,04/11/2021
Futures 2021,Vasquez Gehrke A.,Veldheer M.,,,2,1,04/11/2021
Futures 2021,Endler M.,Peter J.,,,2,0,04/11/2021
Futures 2021,Podzimek F.,Matiyevich N.,,,2,0,04/11/2021
Futures 2021,Ernaelsteen V.,Pogosian S.,,,2,0,04/11/2021
Futures 2021,Zgirovsky A.,Sheyngezikht L.,,,2,1,04/11/2021
Futures 2021,Mikula M.,De Maio M.,,,2,0,04/11/2021
Futures 2021,Pujol Navarro B.,Ajavon L.,,,2,0,04/11/2021
Futures 2021,Puskar S.,Ruzgas M.,,,2,0,04/11/2021
Futures 2021,Rihane Y.,Drinic M.,,,2,0,04/11/2021
Futures 2021,Ayeni A.,Voronin S.,,,2,0,04/11/2021
Futures 2021,Rivera L.,Manekas A.,,,1,0,04/11/2021
Futures 2021,Eminefendic E.,Kos D.,,,2,1,04/11/2021
Futures 2021,Miranda Cisneros J.,Cabrera Bello I.,,,2,1,04/11/2021
Futures 2021,Carlsson Halldin L.,Vasiliauskas M.,,,2,1,04/11/2021
Futures 2021,Bouquier A.,Dermiens G.,,,2,1,04/11/2021
Futures 2021,Damas M.,Paliska B.,,,2,1,04/11/2021
Futures 2021,Ivanov V.,Serrat Vinolas L.,,,2,0,04/11/2021
Futures 2021,Busoms Puig J.,Stepanian A.,,,2,0,04/11/2021
Futures 2021,Inui Y.,Zhibul D.,,,2,0,04/11/2021
Futures 2021,Benzal Alia I.,Fochs Diaz A.,,,2,1,04/11/2021
Futures 2021,Bax F.,Del Castillo P.,,,2,0,04/11/2021
Futures 2021,Tessa L.,Sibille I.,,,2,0,04/11/2021
Futures 2021,De Krom M.,Bas Mengual I.,,,2,0,04/11/2021
Futures 2021,Grynkowski P.,Gabr A.,,,2,0,04/11/2021
Futures 2021,Droguet T.,Gonzalez Fernandez M.,,,2,0,04/11/2021
Futures 2021,Maassen G.,Presuhn B.,,,2,0,04/11/2021
Futures 2021,Garmendia Olasagasti I.,Stone Z.,,,2,0,04/11/2021
Futures 2021,Fantini L.,Roberts J.,,,2,1,04/11/2021
Futures 2021,Canas Garcia J.,Pel S.,,,2,1,04/11/2021
Futures 2021,Emesz B.,Kumasaka T.,,,2,0,04/11/2021
Futures 2021,Dussin L.,Monclus Martin M.,,,2,0,04/11/2021
Futures 2021,Bondarevskiy Y.,Trapeznikov Z.,,,2,0,04/11/2021
Futures 2021,Kolisnyk O.,Alcalde J.,,,2,0,04/11/2021
Futures 2021,Glinka D.,Stepin A.,,,2,0,04/11/2021
Futures 2021,Schell N.,Jovic V.,,,2,0,04/11/2021
Futures 2021,Noskin E.,Verbin P.,,,2,0,04/11/2021
Futures 2021,Lucini F.,Jones A.,,,1,0,04/11/2021
Futures 2021,Cagnina J.,Amoros Ramos P.,,,2,0,04/11/2021
Futures 2021,Cuenin S.,Gabarro X.,,,2,0,04/11/2021
Futures 2021,Ventre A.,Affes M.,,,2,0,04/11/2021
Futures 2021,Marcondes I.,Krajcik A.,,,2,0,04/11/2021
Futures 2021,Pereira M.,Duquesne G.,,,2,0,04/11/2021
Futures 2021,Polukhin S.,Ilkel B.,,,2,0,04/11/2021
Futures 2021,Yitbarek S.,Mishkin K.,,,2,0,04/11/2021
Futures 2021,Rudiukov I.,Puig Molin D.,,,2,0,04/11/2021
Futures 2021,Matuszewski P.,Van Assendelft J.,,,2,0,04/11/2021
Futures 2021,Hodkin S.,Datei G.,,,2,0,04/11/2021
Futures 2021,Weis A.,Martinez Arjona S.,,,2,1,04/11/2021
Futures 2021,Agabigun S.,Alkaya M.,,,2,0,04/11/2021
Futures 2021,Raynel A.,Steiner M.,,,2,1,04/11/2021
Futures 2021,Martinez Martinez J.,Marcolini G.,,,2,0,04/11/2021
Futures 2021,Rosales R.,Elkamony A.,,,2,0,04/11/2021
Futures 2021,Khotkov O.,Eftekhar D.,,,2,0,04/11/2021
Futures 2021,Bresciani L.,Hamza Reguig S.,,,2,0,04/11/2021
Futures 2021,Lorusso L.,Loutfy O.,,,2,0,04/11/2021
Futures 2021,Sorrentino L.,Alemany P.,,,2,0,04/11/2021
Futures 2021,Maier J.,Sedliak S.,,,2,0,04/11/2021
Futures 2021,Schuetze C.,Chin C.,,,2,0,04/11/2021
Futures 2021,Van Sambeek F.,O'Hoisin O.,,,2,0,04/11/2021
Futures 2021,Coelho F.,Faucon R.,,,2,0,04/11/2021
Futures 2021,Guerrieri A.,Hellum Lilleengen L.,,,2,0,04/11/2021
Futures 2021,Rossi L.,Henning B.,,,2,0,04/11/2021
Futures 2021,Borisiouk M.,Bolotov S.,,,2,0,04/11/2021
Futures 2021,Kiuamov T.,Akhmaev I.,,,2,0,04/11/2021
Futures 2021,Laurent Y.,Borai A.,,,2,1,04/11/2021
Futures 2021,Kawakami R.,Oliver Moratalla V.,,,2,1,04/11/2021
Futures 2021,Wojcik Y.,Delic U.,,,2,0,04/11/2021
Futures 2021,Janis J.,Knoess V.,,,2,0,04/11/2021
Futures 2021,Bertola R.,Zhuk U.,,,2,0,04/11/2021
Futures 2021,Bielinskyi O.,El Kansouli Y.,,,2,0,04/11/2021
Futures 2021,Gola A.,Cizelj-Zivkovic S.,,,2,0,04/11/2021
Futures 2021,Lavagno E.,Missere F.,,,2,0,04/11/2021
Futures 2021,Asrawy A.,Tarek O.,,,2,0,04/11/2021
Futures 2021,Kawahashi Y.,Greif J.,,,2,0,04/11/2021
Futures 2021,Allen L.,Castelletti L.,,,2,1,04/11/2021
